Gene symbol,Description,Astrocytes,Neuron,Oligodendrocyte Precursor Cell,Newly Formed Oligodendrocyte,Myelinating Oligodendrocytes,Microglia,Endothelial Cells
Mlst8,,11.4,6.2,12.2,10.0,6.2,5.0,6.7
Mlx,MAX-like protein X,7.2,9.3,11.5,7.9,6.0,10.9,9.6
Mlxip,MLX interacting protein,7.4,14.2,6.7,5.6,0.8,14.9,0.3
Mlxipl,MLX interacting protein-like,1.4,0.1,2.1,0.1,0.1,34.0,0.1
Mlycd,Malonyl-CoA decarboxylase,7.5,4.7,10.0,9.5,9.6,8.4,15.3
Mmaa,Methylmalonic aciduria (cobalamin deficiency) cblA type,4.0,6.9,3.9,3.6,2.7,1.5,2.4
Mmab,Methylmalonic aciduria (cobalamin deficiency) cblB type,7.9,6.6,4.2,6.4,5.6,1.7,3.5
Mmachc,"Methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",2.9,3.6,5.3,2.2,1.7,1.9,1.2
Mmadhc,,18.2,15.9,20.4,30.0,22.6,15.7,27.1
Mmd,Monocyte to macrophage differentiation-associated,45.8,39.8,27.0,5.8,6.2,10.4,55.2
Mmd2,Monocyte to macrophage differentiation-associated 2,258.0,21.2,139.7,119.0,83.0,7.3,2.3
Mme,Membrane metallo-endopeptidase,0.1,5.5,0.1,0.3,0.1,0.1,0.3
Mmel1,Membrane metallo-endopeptidase-like 1,0.1,0.1,0.1,0.1,0.1,0.3,0.1
Mmgt1,,15.9,11.6,25.3,29.3,18.1,3.1,9.6
Mmgt2,,2.7,3.0,2.2,0.5,0.2,7.1,1.1
Mmp10,Matrix metallopeptidase 10 (stromelysin 2),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp11,Matrix metallopeptidase 11 (stromelysin 3),0.9,2.4,0.7,0.2,0.1,0.3,0.6
Mmp12,Matrix metallopeptidase 12 (macrophage elastase),0.1,0.1,0.1,0.1,0.1,0.5,0.1
Mmp13,Matrix metallopeptidase 13 (collagenase 3),0.1,0.1,0.1,0.1,0.3,0.1,0.1
Mmp14,Matrix metallopeptidase 14 (membrane-inserted),68.9,6.3,15.7,2.5,0.3,3.1,20.9
Mmp15,Matrix metallopeptidase 15 (membrane-inserted),10.6,27.9,250.0,36.4,5.8,2.7,27.7
Mmp16,Matrix metallopeptidase 16 (membrane-inserted),2.5,8.9,27.4,4.5,0.4,0.1,0.1
Mmp17,Matrix metallopeptidase 17 (membrane-inserted),2.0,6.3,21.8,4.5,1.5,1.6,4.7
Mmp19,Matrix metallopeptidase 19,0.3,0.4,0.7,0.1,0.1,1.9,0.4
Mmp1a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp1b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp2,"Matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",0.1,8.0,19.8,16.6,3.0,23.7,1.1
Mmp20,Matrix metallopeptidase 20 (enamelysin),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp21,Matrix metallopeptidase 21,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp23,,0.2,0.1,0.7,0.2,0.1,0.1,0.1
Mmp24,Matrix metallopeptidase 24 (membrane-inserted),0.3,19.7,4.7,0.9,1.0,0.8,0.1
Mmp25,Matrix metallopeptidase 25,0.1,0.1,0.1,0.1,0.1,0.2,19.6
Mmp27,Matrix metallopeptidase 27,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp28,Matrix metallopeptidase 28,0.4,0.1,1.1,0.1,0.1,3.1,10.0
Mmp3,"Matrix metallopeptidase 3 (stromelysin 1, progelatinase)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp7,"Matrix metallopeptidase 7 (matrilysin, uterine)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mmp8,Matrix metallopeptidase 8 (neutrophil collagenase),0.1,0.1,0.1,0.1,0.1,0.2,0.1
Mmp9,"Matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",0.1,0.3,0.4,0.1,0.1,7.8,0.7
Mmrn1,Multimerin 1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Mmrn2,Multimerin 2,0.4,0.2,0.1,0.1,0.1,0.2,47.1
Mms19,MMS19 nucleotide excision repair homolog (S. cerevisiae),14.5,11.7,9.5,14.8,5.0,22.8,9.6
Mms22l,,2.8,0.8,2.6,0.9,0.3,0.7,1.7
Mn1,Meningioma (disrupted in balanced translocation) 1,2.3,6.5,2.3,0.8,0.2,0.2,0.5
Mnat1,"Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)",3.7,3.3,9.1,6.6,4.1,3.0,14.0
Mnd1,Meiotic nuclear divisions 1 homolog (S. cerevisiae),0.1,0.4,0.1,0.1,0.1,0.1,0.2
Mnda,Myeloid cell nuclear differentiation antigen,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mndal,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mns1,Meiosis-specific nuclear structural 1,1.3,1.1,1.1,0.5,0.4,0.1,0.1
Mnt,MAX binding protein,8.4,12.2,6.2,5.8,2.7,21.5,4.7
Mnx1,Motor neuron and pancreas homeobox 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Moap1,Modulator of apoptosis 1,0.9,2.0,1.2,0.8,0.4,0.9,0.8
Mobkl1a,"MOB1, Mps One Binder kinase activator-like 1A (yeast)",6.9,7.6,5.5,3.1,0.3,1.0,4.2
Mobkl1b,"MOB1, Mps One Binder kinase activator-like 1B (yeast)",11.0,5.6,14.6,8.7,2.3,23.8,23.8
Mobkl2a,"MOB1, Mps One Binder kinase activator-like 2A (yeast)",5.1,8.9,5.4,8.5,11.4,20.0,4.7
Mobkl2b,"MOB1, Mps One Binder kinase activator-like 2B (yeast)",0.4,1.3,1.3,17.2,16.9,0.2,2.0
Mobkl2c,"MOB1, Mps One Binder kinase activator-like 2C (yeast)",2.6,1.0,2.5,0.6,0.2,35.1,5.7
Mobkl3,"MOB1, Mps One Binder kinase activator-like 3 (yeast)",11.9,16.0,14.7,7.1,3.1,3.6,18.0
Mobp,Myelin-associated oligodendrocyte basic protein,0.1,0.1,7.9,1214.4,2543.3,3.1,0.1
Mocos,Molybdenum cofactor sulfurase,0.3,0.1,0.1,0.1,0.1,0.5,0.8
Mocs1,Molybdenum cofactor synthesis 1,3.6,1.2,3.2,2.4,2.3,4.5,4.8
Mocs2,Molybdenum cofactor synthesis 2,20.6,11.8,28.4,34.0,23.3,8.0,16.2
Mocs3,Molybdenum cofactor synthesis 3,2.4,2.6,1.9,1.4,1.9,3.6,3.2
Mog,Myelin oligodendrocyte glycoprotein,0.1,0.7,2.4,509.8,1720.8,0.9,0.1
Mogat1,Monoacylglycerol O-acyltransferase 1,0.1,0.1,0.3,0.1,0.1,0.1,0.1
Mogat2,Monoacylglycerol O-acyltransferase 2,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Mogs,,8.6,9.7,10.0,4.5,2.7,26.8,4.6
Mon1a,MON1 homolog A (yeast),2.9,4.7,5.0,4.1,5.0,5.2,4.1
Mon1b,MON1 homolog B (yeast),3.9,4.0,5.3,5.5,5.0,3.5,1.6
Mon2,MON2 homolog (S. cerevisiae),13.6,8.4,13.1,38.6,43.2,10.0,11.4
Morc1,MORC family CW-type zinc finger 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Morc2a,,12.5,7.3,8.5,7.4,2.4,5.3,8.1
Morc2b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Morc3,MORC family CW-type zinc finger 3,12.3,4.1,5.3,3.5,0.8,4.5,4.9
Morc4,MORC family CW-type zinc finger 4,0.3,1.6,1.5,0.4,0.3,0.1,0.9
Morf4l1,Mortality factor 4 like 1,4.0,12.9,6.6,8.0,5.9,5.5,5.4
Morf4l2,Mortality factor 4 like 2,55.7,132.8,92.6,135.2,71.8,37.4,109.5
Morn1,MORN repeat containing 1,1.3,1.4,0.7,1.3,1.5,0.4,0.9
Morn2,MORN repeat containing 2,3.7,6.0,8.3,4.1,5.6,3.1,3.3
Morn3,MORN repeat containing 3,0.3,0.1,0.1,0.1,0.1,0.2,0.3
Morn4,,6.3,32.0,16.6,19.7,18.9,2.5,2.8
Morn5,,0.5,0.2,0.1,0.1,0.3,0.1,0.3
Mos,V-mos Moloney murine sarcoma viral oncogene homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Mosc1,MOCO sulphurase C-terminal domain containing 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mosc2,MOCO sulphurase C-terminal domain containing 2,27.4,9.6,56.3,16.5,10.7,39.3,64.5
Mospd1,Motile sperm domain containing 1,3.7,3.0,5.0,2.9,1.4,0.6,30.5
Mospd2,Motile sperm domain containing 2,10.4,4.4,6.1,10.3,6.8,2.2,13.9
Mospd3,Motile sperm domain containing 3,5.4,11.2,10.8,8.4,6.2,7.5,7.3
Mospd4,,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Mov10,"Mov10, Moloney leukemia virus 10, homolog (mouse)",2.0,0.7,1.2,0.4,0.1,4.4,1.3
Mov10l1,"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Moxd1,"Monooxygenase, DBH-like 1",0.4,2.5,2.8,0.9,0.1,0.1,0.3
Moxd2,"Monooxygenase, DBH-like 2 pseudogene",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mpdu1,Mannose-P-dolichol utilization defect 1,31.3,34.3,59.5,40.9,23.1,53.7,40.1
Mpdz,Multiple PDZ domain protein,8.1,4.5,5.8,4.4,2.4,0.1,5.0
Mpeg1,Macrophage expressed gene 1,0.6,0.9,37.7,2.4,4.7,474.7,0.3
Mpg,N-methylpurine-DNA glycosylase,5.2,4.8,4.4,3.6,2.9,6.8,12.2
Mphosph10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),6.4,1.8,4.1,3.5,1.0,1.4,4.4
Mphosph6,M-phase phosphoprotein 6,10.6,4.0,13.3,10.8,5.6,3.0,10.7
Mphosph8,M-phase phosphoprotein 8,10.3,6.4,7.0,4.2,1.4,0.8,6.7
Mphosph9,M-phase phosphoprotein 9,3.5,2.6,4.6,2.1,0.3,0.5,2.1
Mpi,Mannose phosphate isomerase,10.6,7.9,18.5,20.4,11.8,54.6,12.0
Mpl,Myeloproliferative leukemia virus oncogene,0.1,0.1,0.1,0.1,0.3,0.1,0.1
Mpnd,MPN domain containing,14.8,30.7,31.0,19.3,20.3,16.8,23.1
Mpo,Myeloperoxidase,0.1,0.1,0.1,0.1,0.1,0.3,0.1
Mpp1,"Membrane protein, palmitoylated 1, 55kDa",3.3,7.1,6.3,2.6,3.4,11.9,24.5
Mpp2,"Membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",11.4,19.7,15.4,17.2,24.0,2.4,4.8
Mpp3,"Membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)",4.0,7.7,6.0,1.4,0.4,0.8,0.5
Mpp4,"Membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",0.1,0.2,0.1,0.1,0.1,0.1,0.1
Mpp5,"Membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)",16.9,2.3,8.8,13.5,5.3,1.7,13.9
Mpp6,"Membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",17.0,9.8,11.8,3.1,0.8,2.5,7.5
Mpp7,"Membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",0.2,0.4,0.6,0.2,0.1,0.1,4.4
Mppe1,Metallophosphoesterase 1,4.7,3.0,2.3,2.7,2.1,1.6,3.2
Mpped1,Metallophosphoesterase domain containing 1,2.7,33.8,7.8,2.8,4.2,3.8,0.4
Mpped2,Metallophosphoesterase domain containing 2,4.7,9.9,11.7,5.9,1.2,0.2,3.4
Mprip,,20.8,12.7,14.3,9.9,8.1,7.9,47.3
Mpst,Mercaptopyruvate sulfurtransferase,24.8,18.9,23.6,23.9,47.1,16.4,10.7
Mpv17,MpV17 mitochondrial inner membrane protein,10.1,9.6,26.9,19.1,11.6,7.6,11.5
Mpv17l,MPV17 mitochondrial membrane protein-like,2.9,9.9,6.1,8.6,6.7,0.7,1.1
Mpv17l2,,12.1,7.8,10.5,15.6,16.4,17.4,11.8
Mpz,Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mpzl1,Myelin protein zero-like 1,28.2,28.3,90.9,322.4,54.6,2.7,382.0
Mpzl2,Myelin protein zero-like 2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mpzl3,Myelin protein zero-like 3,0.4,0.7,0.9,0.8,0.1,0.1,1.4
Mr1,"Major histocompatibility complex, class I-related",5.0,0.3,1.0,0.3,0.6,2.5,4.8
Mrap,Melanocortin 2 receptor accessory protein,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrap2,,0.1,23.9,0.1,0.1,0.1,0.2,0.1
Mras,Muscle RAS oncogene homolog,61.3,14.3,25.2,7.1,7.3,20.9,1.2
Mrc1,"Mannose receptor, C type 1",0.1,0.4,3.1,0.1,0.2,19.5,0.2
Mrc2,"Mannose receptor, C type 2",0.9,0.4,2.2,0.1,0.1,3.6,1.5
Mre11a,MRE11 meiotic recombination 11 homolog A (S. cerevisiae),3.3,1.7,3.7,2.1,0.8,1.4,2.4
Mreg,Melanoregulin,0.2,0.9,1.6,1.0,0.3,0.7,0.1
Mrfap1,Mof4 family associated protein 1,62.1,133.0,161.1,184.9,171.8,111.3,89.9
Mrgpra1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgpra2a,,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Mrgpra2b,,0.1,0.1,0.1,0.1,0.1,0.4,0.1
Mrgpra3,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgpra4,,0.1,0.1,0.1,0.1,0.1,0.5,0.1
Mrgpra6,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgpra9,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprb1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprb2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprb3,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprb4,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprb5,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprb8,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprd,"MAS-related GPR, member D",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgpre,"MAS-related GPR, member E",0.5,1.5,3.5,2.7,0.7,2.1,1.0
Mrgprf,"MAS-related GPR, member F",0.1,0.1,1.2,0.1,0.1,0.1,0.1
Mrgprg,"MAS-related GPR, member G",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprh,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprx1,"MAS-related GPR, member X1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mrgprx2,"MAS-related GPR, member X2",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mri1,,2.4,2.9,4.0,3.2,1.3,3.5,4.5
Mrm1,Mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae),1.6,4.5,2.1,2.5,2.4,3.2,1.8
Mro,Maestro,17.5,1.6,15.4,6.6,0.8,0.1,0.1
Mrp63,Mitochondrial ribosomal protein 63,2.5,3.9,6.1,7.5,6.7,4.6,8.7
Mrpl1,Mitochondrial ribosomal protein L1,3.3,3.3,2.1,1.8,1.2,0.7,5.3
Mrpl10,Mitochondrial ribosomal protein L10,10.0,11.1,16.3,12.9,17.5,12.0,13.2
Mrpl11,Mitochondrial ribosomal protein L11,3.1,7.6,6.0,6.7,5.9,5.1,9.1
Mrpl12,Mitochondrial ribosomal protein L12,10.0,20.7,20.1,15.9,19.8,34.7,37.1
Mrpl13,Mitochondrial ribosomal protein L13,15.0,21.9,23.0,15.3,16.5,14.7,39.7
Mrpl14,Mitochondrial ribosomal protein L14,6.7,12.0,15.1,13.5,17.6,16.2,20.5
Mrpl15,Mitochondrial ribosomal protein L15,4.5,4.3,8.5,5.8,5.1,3.6,7.6
Mrpl16,Mitochondrial ribosomal protein L16,11.2,12.2,13.7,5.5,3.4,13.8,13.7
Mrpl17,Mitochondrial ribosomal protein L17,2.9,2.6,4.0,4.1,4.3,8.6,8.3
Mrpl18,Mitochondrial ribosomal protein L18,15.7,13.7,19.7,17.1,13.1,6.7,15.1
Mrpl19,Mitochondrial ribosomal protein L19,2.4,2.4,3.1,2.7,2.1,1.6,2.6
Mrpl2,Mitochondrial ribosomal protein L2,12.5,12.9,21.0,23.3,14.6,21.7,26.5
Mrpl20,Mitochondrial ribosomal protein L20,14.9,35.9,34.1,66.0,72.9,29.9,97.5
Mrpl21,Mitochondrial ribosomal protein L21,1.7,3.0,3.1,2.2,1.2,1.0,3.0
Mrpl22,Mitochondrial ribosomal protein L22,3.2,2.5,4.3,2.3,1.1,2.2,3.6
Mrpl23,Mitochondrial ribosomal protein L23,1.3,2.3,3.8,4.5,3.1,7.5,3.3
Mrpl24,Mitochondrial ribosomal protein L24,14.5,15.6,25.7,29.7,32.6,39.2,33.9
Mrpl27,Mitochondrial ribosomal protein L27,7.1,10.7,12.1,11.3,9.7,5.7,19.5
Mrpl28,Mitochondrial ribosomal protein L28,14.5,21.6,27.2,21.1,19.7,19.3,25.7
Mrpl3,Mitochondrial ribosomal protein L3,17.6,13.4,27.3,32.9,21.6,14.1,24.1
Mrpl30,Mitochondrial ribosomal protein L30,16.3,21.5,27.4,22.9,24.6,18.4,33.0
Mrpl32,Mitochondrial ribosomal protein L32,10.0,13.7,18.1,13.6,10.1,7.2,14.5
Mrpl33,Mitochondrial ribosomal protein L33,20.4,29.8,34.8,34.9,40.5,21.3,68.2
Mrpl34,Mitochondrial ribosomal protein L34,6.4,18.6,15.0,19.9,23.9,13.1,29.5
Mrpl35,Mitochondrial ribosomal protein L35,2.6,3.6,4.2,3.4,3.6,1.6,2.9
Mrpl36,Mitochondrial ribosomal protein L36,6.8,4.5,16.0,18.5,15.0,13.6,20.8
Mrpl37,Mitochondrial ribosomal protein L37,12.4,15.4,17.2,15.4,11.8,13.9,17.7
Mrpl38,Mitochondrial ribosomal protein L38,9.5,12.7,11.9,8.2,7.0,11.1,9.8
Mrpl39,Mitochondrial ribosomal protein L39,10.3,11.7,15.7,13.0,12.1,6.9,14.9
Mrpl4,Mitochondrial ribosomal protein L4,12.4,11.9,22.7,17.2,11.1,23.0,29.8
Mrpl40,Mitochondrial ribosomal protein L40,5.9,10.5,11.8,9.3,8.5,5.2,10.2
Mrpl41,Mitochondrial ribosomal protein L41,3.6,5.9,6.9,8.0,7.8,7.1,9.9
Mrpl42,Mitochondrial ribosomal protein L42,13.8,16.8,19.8,11.6,11.1,6.2,20.9
Mrpl43,Mitochondrial ribosomal protein L43,10.1,16.0,17.2,16.1,23.2,22.2,18.4
Mrpl44,Mitochondrial ribosomal protein L44,5.6,8.4,10.1,5.6,2.9,3.7,6.7
Mrpl45,Mitochondrial ribosomal protein L45,4.5,4.7,6.6,3.9,3.4,3.1,4.4
Mrpl46,Mitochondrial ribosomal protein L46,6.1,8.7,11.8,8.5,5.7,6.1,9.9
Mrpl47,Mitochondrial ribosomal protein L47,4.0,3.8,5.1,3.6,2.5,1.6,3.3
Mrpl48,Mitochondrial ribosomal protein L48,4.2,3.4,7.6,5.9,6.7,5.2,6.6
Mrpl49,Mitochondrial ribosomal protein L49,5.7,9.3,12.3,7.1,4.3,6.8,10.5
Mrpl50,Mitochondrial ribosomal protein L50,5.0,6.3,6.0,3.5,1.6,1.5,5.4
Mrpl51,Mitochondrial ribosomal protein L51,6.5,7.0,8.6,7.0,9.2,5.5,11.1
Mrpl52,Mitochondrial ribosomal protein L52,19.1,39.9,66.2,36.5,24.1,58.6,52.3
Mrpl53,Mitochondrial ribosomal protein L53,12.2,16.8,16.4,34.4,38.3,14.1,34.6
Mrpl54,Mitochondrial ribosomal protein L54,4.8,12.7,14.2,19.0,21.6,22.7,32.4
Mrpl55,Mitochondrial ribosomal protein L55,6.9,7.3,7.7,10.5,10.0,5.6,12.9
Mrpl9,Mitochondrial ribosomal protein L9,13.8,15.5,23.2,21.3,13.9,10.8,18.2
Mrps10,Mitochondrial ribosomal protein S10,4.1,4.0,7.2,5.1,5.2,3.5,4.7
Mrps11,Mitochondrial ribosomal protein S11,6.4,12.5,18.0,13.9,10.7,19.0,24.0
Mrps12,Mitochondrial ribosomal protein S12,9.6,15.1,21.7,27.6,22.8,13.9,9.7
Mrps14,Mitochondrial ribosomal protein S14,8.5,7.3,11.8,8.3,5.7,9.0,18.2
Mrps15,Mitochondrial ribosomal protein S15,10.1,15.0,12.5,11.9,11.9,14.5,12.3
Mrps16,Mitochondrial ribosomal protein S16,10.5,14.5,22.7,20.8,15.8,12.2,39.1
Mrps17,Mitochondrial ribosomal protein S17,13.6,13.1,18.4,16.0,12.3,9.7,12.7
Mrps18a,Mitochondrial ribosomal protein S18A,13.7,19.1,17.7,18.4,18.2,26.2,19.0
Mrps18b,Mitochondrial ribosomal protein S18B,6.3,7.4,8.3,10.0,9.4,16.2,5.6
Mrps18c,Mitochondrial ribosomal protein S18C,7.1,12.2,19.0,14.3,17.7,8.4,21.7
Mrps2,Mitochondrial ribosomal protein S2,4.7,3.6,5.6,4.5,3.4,5.5,2.4
Mrps21,Mitochondrial ribosomal protein S21,16.1,18.4,33.2,34.6,42.6,35.3,52.7
Mrps22,Mitochondrial ribosomal protein S22,8.3,7.4,8.7,5.2,3.5,1.9,3.2
Mrps23,Mitochondrial ribosomal protein S23,10.9,18.6,20.5,15.9,16.1,13.3,20.0
Mrps24,,8.6,11.4,17.2,15.8,19.6,13.7,26.8
Mrps25,Mitochondrial ribosomal protein S25,4.5,4.4,7.2,5.1,3.9,2.5,2.9
Mrps26,Mitochondrial ribosomal protein S26,10.0,19.1,14.9,20.7,17.4,11.3,13.6
Mrps27,Mitochondrial ribosomal protein S27,5.0,5.8,8.4,3.9,4.3,4.6,13.5
Mrps28,Mitochondrial ribosomal protein S28,8.7,7.9,19.1,13.9,10.9,15.1,26.4
Mrps30,Mitochondrial ribosomal protein S30,14.4,14.0,12.0,12.0,7.0,8.9,10.6
Mrps31,Mitochondrial ribosomal protein S31,6.3,4.4,6.1,4.5,3.7,1.9,5.0
Mrps33,Mitochondrial ribosomal protein S33,3.1,4.1,7.6,7.9,8.5,3.1,6.1
Mrps34,Mitochondrial ribosomal protein S34,9.7,19.5,14.2,15.4,17.2,17.0,16.9
Mrps35,Mitochondrial ribosomal protein S35,11.0,11.2,11.7,7.6,3.6,8.1,18.0
Mrps36,Mitochondrial ribosomal protein S36,1.1,1.8,1.2,1.2,1.1,0.8,2.1
Mrps5,Mitochondrial ribosomal protein S5,10.7,12.7,14.1,11.2,5.9,4.8,9.4
Mrps6,Mitochondrial ribosomal protein S6,18.5,27.2,17.2,9.6,16.0,16.9,20.9
Mrps7,Mitochondrial ribosomal protein S7,9.0,12.7,49.1,46.0,25.1,16.3,16.9
Mrps9,Mitochondrial ribosomal protein S9,9.8,9.7,11.8,6.7,4.2,6.0,10.7
Mrrf,Mitochondrial ribosome recycling factor,1.8,2.1,2.2,2.3,2.6,2.8,6.3
Mrs2,,14.3,5.7,9.0,11.0,5.1,3.0,5.9
Mrto4,MRNA turnover 4 homolog (S. cerevisiae),3.7,2.5,5.2,5.8,2.5,6.9,3.1
Mrvi1,Murine retrovirus integration site 1 homolog,0.1,0.1,0.3,0.1,0.1,0.1,0.4
Ms4a1,"Membrane-spanning 4-domains, subfamily A, member 1",0.1,0.1,0.1,0.1,0.1,0.3,0.1
Ms4a10,"Membrane-spanning 4-domains, subfamily A, member 10",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a13,"Membrane-spanning 4-domains, subfamily A, member 13",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a15,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a2,"Membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a3,"Membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a4b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a4c,,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Ms4a4d,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a5,"Membrane-spanning 4-domains, subfamily A, member 5",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ms4a6b,,0.1,0.1,1.3,0.1,0.1,22.1,0.3
Ms4a6c,,0.1,0.2,1.4,0.1,0.2,24.2,0.2
Ms4a6d,,0.1,0.1,1.8,0.1,0.3,33.9,0.1
Ms4a7,"Membrane-spanning 4-domains, subfamily A, member 7",0.1,0.2,1.6,0.1,0.4,26.2,0.1
Ms4a8a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Msc,Musculin (activated B-cell factor-1),0.1,0.2,0.6,0.2,0.1,0.1,0.1
Msgn1,Mesogenin 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Msh2,"MutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)",3.6,5.3,8.9,4.8,1.4,2.2,8.0
Msh3,MutS homolog 3 (E. coli),4.1,3.1,3.2,3.8,1.6,0.4,3.7
Msh4,MutS homolog 4 (E. coli),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Msh5,MutS homolog 5 (E. coli),0.8,0.9,1.4,0.1,0.1,24.3,0.3
Msh6,MutS homolog 6 (E. coli),4.7,4.1,5.1,2.7,1.4,1.3,3.9
Msi1,Musashi homolog 1 (Drosophila),24.8,17.3,12.9,3.6,0.9,0.5,0.1
Msi2,Musashi homolog 2 (Drosophila),57.5,72.1,10.6,14.4,4.5,3.2,13.1
Msl1,,21.2,28.3,17.4,19.4,15.0,16.0,12.2
Msl2,,13.1,14.1,14.3,12.1,3.1,6.7,12.3
Msl3,,9.3,6.9,13.5,10.2,7.5,6.8,12.4
Msl3l2,Male-specific lethal 3-like 2 (Drosophila),7.6,2.7,6.0,3.1,3.8,0.9,1.3
Msln,Mesothelin,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mslnl,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Msmb,"Microseminoprotein, beta-",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Msmp,,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Msn,Moesin,11.8,2.7,14.3,2.2,3.8,121.6,163.3
Msr1,Macrophage scavenger receptor 1,0.1,0.1,0.2,0.1,0.1,2.1,0.1
Msra,Methionine sulfoxide reductase A,2.9,11.2,9.1,3.5,2.8,11.8,8.0
Msrb2,Methionine sulfoxide reductase B2,6.7,1.3,10.6,3.5,4.3,14.8,13.7
Msrb3,Methionine sulfoxide reductase B3,0.4,0.5,2.9,1.4,0.1,0.1,20.4
Mst1,Macrophage stimulating 1 (hepatocyte growth factor-like),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mst1r,Macrophage stimulating 1 receptor (c-met-related tyrosine kinase),0.1,0.6,0.1,0.1,0.1,0.1,0.1
Mstn,Myostatin,0.1,0.5,0.1,0.1,0.1,0.1,0.1
Msto1,Misato homolog 1 (Drosophila),6.1,10.3,10.1,7.2,5.3,5.1,9.7
Msx1,Msh homeobox 1,0.6,0.2,1.3,0.1,0.1,0.1,5.6
