,MouseGene Symbol,Mouse.7Description,X.8Myeloid Activation (Fine),X.9Myeloid Activation (Coarse),X.10Immune-Specific,adjP-PS2APP,lfc-PS2APP,adjP-7-13months-1,lfc-7-13months-1,adjP-7-13months-2,lfc-7-13months-2,adjP-WT-5xFAD,lfc-WT-5xFAD,adjP-Trem2KO-5xFAD,lfc-Trem2KO-5xFAD,adjP-Trem2KOvWT,lfc-Trem2KOvWT,adjP-Trem2KOvWT-5xFAD,lfc-Trem2KOvWT-5xFAD,adjP-APPswe/PS1dE9,lfc-APPswe/PS1dE9,adjP-hMAPT-P301L,lfc-hMAPT-P301L,adjP-X6.2hMAPT-P301S,lfc-X6.2hMAPT-P301S,adjP-hSOD1-G93A-d65,lfc-hSOD1-G93A-d65,adjP-hSOD1-G93A-d100,lfc-hSOD1-G93A-d100,adjP-2MFP2ko,lfc-2MFP2ko,adjP-transischemia,lfc-transischemia,adjP-4wkcuprizoneWT,lfc-4wkcuprizoneWT,adjP-12wkcuprizoneWT,lfc-12wkcuprizoneWT,adjP-4wkcuprizoneTrem2KO,lfc-4wkcuprizoneTrem2KO,adjP-12wkcuprizoneTrem2KO,lfc-12wkcuprizoneTrem2KO,adjP-LPS,lfc-LPS,adjP-LPSmogene,lfc-LPSmogene,adjP-LCMV,lfc-LCMV,adjP-GBM,lfc-GBM,adjP-GBM-CSF1Rblock,lfc-GBM-CSF1Rblock,adjP-repop-MG,lfc-repop-MG,adjP-infiltrating-MG,lfc-infiltrating-MG,adjP-22Mvs4-12M-Cb,lfc-22Mvs4-12M-Cb,adjP-22Mvs4-12M-Ctx,lfc-22Mvs4-12M-Ctx,adjP-22Mvs4-12M-Hp,lfc-22Mvs4-12M-Hp,adjP-22Mvs4-12M-Str,lfc-22Mvs4-12M-Str,adjP-PS2APP-13months,lfc-PS2APP-13months,adjP- SOD1G93A-D28,lfc- SOD1G93A-D28,adjP- SOD1G93A-D42,lfc- SOD1G93A-D42,adjP- SOD1G93A-D56,lfc- SOD1G93A-D56,adjP- SOD1G93A-D70,lfc- SOD1G93A-D70,adjP- SOD1G93A-D98,lfc- SOD1G93A-D98,adjP- SOD1G93A-D112,lfc- SOD1G93A-D112,adjP- SOD1G93A-D126,lfc- SOD1G93A-D126,adjP-AD-fusiform,lfc-AD-fusiform,adjP-AD-temp,lfc-AD-temp,adjP-ALS,lfc-ALS,adjP-ALS-MN,lfc-ALS-MN,adjP-FTDprogranulin,lfc-FTDprogranulin,adjP-HD,lfc-HD
352,Ccl6,chemokine (C-C motif) ligand 6,25,Neurodegeneration-Related,,0.0004874,1.197,0.03032,1.214,0.0001423,1.774,0.004644,1.732,0.867,0.2084,0.9638,0.401,0.0402,-1.123,0.00004066,1.605,0.9978,0.00744,0.006201,2.607,0.831,0.1268,0.0001424,1.809,0.07441,0.9623,0.9304,-0.1019,0.9945,0.3772,0.5928,0.7122,0.9806,0.4443,0.6602,0.729,0.2035,-1.093,0.3959,-0.9359,0.288,-0.7258,0.003421,2.067,0.03583,1.069,0.0715,-1.457,8.54E-08,-2.402,0.007376,0.6072,0.01833,0.4427,0.08582,0.3956,0.0345,0.3741,2.42E-07,3.14,0.5061,0.1838,0.6087,0.166,0.7149,-0.1359,0.911,-0.07655,0.000323,1.622,0.000003285,2.558,0.0001292,2.373,,,,,,,,,,,,
353,Ccl9,chemokine (C-C motif) ligand 9,35,,,0.9751,0.03024,0.9992,0.2925,0.673,-0.4019,0.02282,-1.262,0.672,-0.3924,0.9938,-0.3041,0.4383,0.5651,0.0005434,-0.5375,0.7369,0.3649,0.0455,1.669,0.04917,0.7258,0.101,0.6931,0.9135,0.1541,0.6128,0.6011,0.9127,0.9488,0.4379,1.454,0.7951,1.064,0.4354,1.401,0.01296,1.508,0.2604,1.226,0.7854,0.3595,0.3462,0.6527,0.9824,0.01306,0.1709,-0.8286,6.21E-09,-2.384,0.6486,0.1186,0.9422,0.03679,0.9002,-0.03335,0.5691,0.2989,0.02847,0.8831,0.3727,0.3088,0.7896,-0.1592,0.543,0.2634,0.918,0.08783,0.002404,1.406,0.0001039,1.041,0.001506,1.22,,,,,,,,,,,,
354,Cxcl2,chemokine (C-X-C motif) ligand 2,17,LPS-Related,,1,0,1,0,1,0,0.07763,2.201,0.9722,0.08111,0.9991,0.6797,0.01652,-1.44,0.00008516,1.675,1,0,1,0,0.05005,1.479,0.01668,2.018,0.2092,1.063,,,0.7613,1.165,0.3853,2.357,0.7976,1.241,0.4283,2.733,0.08951,2.104,,,,,0.1086,0.9256,0.7897,0.2406,0.9713,-0.07064,0.002927,1.579,0.9975,0.003748,0.6673,0.5595,0.9172,-0.1139,0.9566,0.09992,1,0,0.5802,0.1633,0.9117,0.03327,0.8934,0.06869,0.9217,0.06633,0.9051,0.032,0.4176,-0.1044,0.8459,-0.03075,0.06485,0.4734,0.07309,0.1479,0.9612,-0.1808,0.8659,-0.1338,0.8767,-0.03836,0.1188,0.07123
355,Serpinf1,"serine (or cysteine) peptidase inhibitor, clade F, member 1",2,,,0.0004243,-1.077,0.7376,-0.5333,0.2032,-0.8368,0.0008906,-2.224,0.02635,-1.214,0.9991,0.09608,0.0306,1.107,1.36E-07,-1.477,0.6707,-0.5409,0.12,-3.046,0.54,-0.4178,0.08236,-0.6894,0.0424,-1.488,0.3557,-0.9555,0.7442,2.497,0.5577,2.008,0.7686,-1.289,0.4283,-2.588,1.94E-07,-2.548,0.2614,-1.828,0.2119,-1.8,0.0006306,-2.835,0.0393,-1.492,0.377,-0.6922,0.1451,-0.2382,0.1253,-0.5957,0.5925,0.1149,0.2684,0.284,0.9322,-0.0833,0.8269,0.06488,0.1284,0.7235,0.6748,0.1263,0.423,0.4676,0.7528,0.2386,0.8199,0.1141,0.2661,0.2917,0.744,0.0782,0.0001269,-0.6182,0.000006246,-0.5435,0.8903,0.6287,0.2126,1.898,0.1611,-0.8844,0.209,0.09992
356,Sell,"selectin, lymphocyte",43,"Neutrophil, Monocyte",,1,0,0.9992,-0.0653,0.4684,-0.7511,0.9899,0.02644,0.8305,-0.3774,0.9991,0.3212,0.9742,-0.08263,0.373,-0.443,1,0,1,0,0.6848,0.5998,0.02349,-1.833,0.959,0.158,0.9867,-0.05282,0.9713,-0.8827,0.3853,-2.584,0.9992,-0.2318,0.4283,-1.83,0.01904,2.131,0.2495,1.967,0.0002106,4.56,0.001981,3.351,0.4189,0.7094,0.02123,-4.15,7.82E-08,-3.036,0.3593,0.5585,0.162,0.7359,0.4875,0.3705,0.5141,0.4617,1,0,0.7795,-0.1174,0.7458,0.1248,0.7236,0.1622,0.8628,-0.1091,0.6742,-0.1196,0.7599,0.07299,0.07522,-0.4081,0.0001537,0.7647,0.0006574,0.2775,0.6966,0.7681,0.4524,0.8894,0.01838,1.292,0.1117,0.1433
357,Selplg,"selectin, platelet (p-selectin) ligand",6,Microglia,,0.04207,-0.4969,0.4679,-0.4724,0.5127,-0.223,0.01739,-1.169,0.5183,-0.6474,0.9991,-0.1661,0.7237,0.355,3.89E-07,-1.216,0.2706,-0.772,0.03138,-0.9896,0.379,-0.2468,0.02686,-0.6337,0.06973,-1.623,0.4001,-0.448,0.985,-0.2724,0.4301,-1.146,0.9992,-0.03412,0.547,-0.8135,1.37E-09,-3.267,0.07335,-2.273,0.7405,-0.2501,0.00107,-1.846,0.2008,-0.4784,0.599,-0.4157,2.13E-10,-2.889,0.05217,-0.3659,0.2069,-0.1824,0.3153,-0.1515,0.5063,-0.1303,0.0005862,0.5617,0.2297,0.3709,0.6905,0.1245,0.8204,-0.07935,0.9595,0.04288,0.07704,0.5274,0.001559,0.775,0.002684,0.8061,0.0007301,0.5162,0.001095,0.3347,0.7184,0.8404,0.5427,0.8127,0.008011,0.957,0.06204,-0.1242
358,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",1,,,0.003613,-0.9591,0.2877,-0.6751,0.2191,-0.7737,0.9058,-0.558,0.4033,-1.746,0.9944,0.6435,0.9004,-0.5446,0.000002029,-0.9763,0.2754,-0.9441,0.001338,-4.041,0.4773,-0.4219,0.001358,-1.215,0.04827,-2.913,0.1217,-1.499,0.9457,-1.323,0.5539,-0.9958,0.9992,0.1845,0.8585,-0.8607,0.002092,-1.761,0.6746,-0.7801,0.6748,-1.051,0.1987,-1.425,0.7499,0.07841,0.0669,-2.232,0.4598,-0.1508,0.09236,-0.6458,0.01463,-0.5311,0.1532,-0.3119,0.1099,-0.6947,0.6721,-0.08532,0.7612,0.08154,0.7747,-0.08398,0.8605,0.08257,0.9682,0.03059,0.9168,0.04225,0.124,-0.2315,0.9517,-0.0101,0.2235,0.1265,0.03083,0.1391,0.9457,0.2899,0.5911,0.5652,,,0.0001372,0.2721
359,St8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",18,Interferon-Related,,0.7124,0.3636,0.9705,0.5148,0.1202,-1.171,0.9556,-0.1646,0.8678,-0.2963,0.9991,-0.5468,0.4671,-0.6784,0.2741,0.07582,0.6707,0.5253,0.6875,0.6114,0.05234,1.092,0.006966,1.337,0.4663,-0.5405,0.2742,-1.499,0.8641,-1.39,0.3853,-2.308,0.9992,-0.1825,0.8817,-0.4531,0.1821,-1.116,0.8993,-0.3044,0.04706,2.528,0.6853,-0.2787,0.4979,0.2058,0.03705,3.598,0.00572,0.98,0.04101,1.103,0.374,0.2813,0.7029,0.1268,0.1779,0.6544,0.6746,0.08565,0.4823,-0.2123,0.8358,0.06818,0.5086,-0.4431,0.9509,-0.06379,0.8236,-0.05444,0.01633,-0.4985,0.002061,-0.7926,0.282,-0.1101,0.1907,-0.1356,0.9656,0.277,0.6681,-0.5848,0.1596,-0.5093,0.03284,0.1605
360,St3gal5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",7,,,0.4861,0.3127,0.9992,-0.1709,0.02603,-0.761,0.8026,-0.7364,0.6706,-1.056,0.9991,0.2037,0.9712,-0.1159,0.00004957,-0.58,0.6707,-0.4347,0.002539,-1.258,0.58,0.2538,0.000905,-1.161,0.1164,-0.7366,0.9933,-0.00897,0.9318,0.6631,0.9388,-0.1244,0.9992,0.04401,0.5348,-0.849,0.005219,-0.9195,0.2448,-1.128,0.8443,-0.2099,0.004707,-2.018,0.02144,-0.803,0.3961,-0.4462,2.10E-10,-3.491,0.2387,-0.2748,0.8547,-0.03947,0.7406,-0.07032,0.9462,-0.03531,0.6852,-0.06732,0.1282,-0.6299,0.5945,-0.2536,0.2292,-0.7202,0.3409,-0.7672,0.8991,0.05158,0.301,-0.2549,0.4724,-0.3247,0.02252,-0.1255,0.005029,-0.1982,0.9797,-0.177,0.8771,0.3191,0.1057,-0.3181,0.0002051,-0.2897
361,Stil,Scl/Tal1 interrupting locus,26,Proliferation,,0.9822,-0.06709,0.9992,0.5189,0.9942,-0.01201,0.5117,0.9735,0.9528,-0.3067,0.9991,0.5824,0.741,-0.6978,0.6583,0.05097,1,0,0.5001,-1.724,0.5279,0.6739,0.1818,0.8236,0.9032,0.2832,0.004975,3.553,0.9415,1.2,0.6095,-0.8385,0.9591,1.496,0.4283,4.038,0.01338,2.802,0.9623,-0.1026,0.00002589,5.211,0.002906,4.379,0.0004594,-1.655,0.4952,-0.6391,0.000001688,3.046,0.5515,0.2274,0.1381,0.4939,0.1222,0.3912,0.3113,0.2661,0.4147,0.3971,0.5457,0.1845,0.9016,0.04269,0.9804,-0.01329,0.9864,-0.02084,0.6525,-0.09787,0.5999,-0.08032,0.9633,-0.01025,0.3957,0.08607,0.3272,0.08553,0.9755,-0.1659,0.9079,-0.2377,0.6495,-0.08745,0.9623,0.002003
362,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",7,,,0.9822,0.01933,0.9992,0.136,0.9781,0.02262,0.6637,-0.8651,0.8208,-0.5838,0.9842,-0.5653,0.9353,-0.284,0.00003022,-0.6434,0.7386,0.3234,0.9212,0.1066,0.5839,0.4029,0.5188,-0.281,0.8656,-0.3183,0.6753,-0.6213,0.9765,0.3358,0.8894,-0.2041,0.8203,0.9198,0.7149,-0.5476,0.001059,-1.071,0.9778,-0.0564,0.5183,-1.159,0.002479,-2.844,0.7391,0.1269,0.4677,-1.676,0.00004202,-7.312,0.131,-0.4793,0.1054,-0.3535,0.1805,-0.429,0.4187,-0.3397,0.349,-0.1189,0.3696,-0.4767,0.2742,-0.4561,0.5836,-0.4435,0.7096,-0.4771,0.2219,0.545,0.001591,1.178,0.00115,1.672,0.8876,-0.02512,0.001294,0.2366,0.6555,0.6937,0.09912,1.314,0.09097,0.455,0.00005711,0.443
363,Slc1a5,"solute carrier family 1 (neutral amino acid transporter), member 5",17,LPS-Related,,0.9721,0.08448,0.9992,0.0867,0.9442,0.09253,0.9881,0.02072,0.7169,0.3,0.9991,-0.1118,0.8326,0.1674,0.0001971,0.6029,1,0,0.2937,1.811,0.7394,-0.4064,0.001022,2.313,0.9857,0.01648,0.006371,3.472,1,-0.009183,0.9758,0.05689,0.9992,0.06364,0.9731,0.06006,9.27E-11,3.034,0.2571,2.238,0.7886,-0.618,0.2901,0.2751,0.8278,-0.05917,0.1416,1.3,8.61E-09,2.677,0.2151,0.4447,0.09951,0.4105,0.9349,0.02843,0.7112,0.1719,0.4622,0.3063,0.1506,0.5073,0.7865,0.08618,0.4589,0.3845,0.6853,0.247,0.6145,0.1367,0.241,0.179,0.004136,0.7026,0.0001484,0.6783,8.15E-10,0.6292,0.8743,0.6203,0.6149,0.7169,0.3591,0.2067,0.8796,0.01037
364,Slc2a1,"solute carrier family 2 (facilitated glucose transporter), member 1",19,,,0.2372,0.5078,0.9992,0.3278,0.9762,0.03125,0.02185,1.708,0.8503,0.3813,0.9991,0.08175,0.054,-1.245,0.000003968,2.476,0.9582,0.08573,0.2106,1.304,0.9588,0.04231,0.07941,0.5239,0.05323,0.9479,0.8612,0.4233,0.8848,0.6964,0.3853,1.985,0.9915,-0.3583,0.5724,0.9074,0.01882,0.8713,0.6884,0.9319,0.7953,-0.5806,0.1192,0.6993,0.8356,0.07267,0.5641,-0.2475,0.00000089,-1.16,0.3923,0.2845,0.8372,-0.06708,0.92,0.03581,0.6352,0.2508,0.6383,0.1333,0.5583,0.235,0.9213,0.04886,0.6887,-0.1951,0.9598,-0.04836,0.8085,0.06572,0.1784,0.2357,0.008681,0.981,0.2859,0.1563,0.003064,0.2526,0.7278,0.8838,0.5911,0.635,0.02094,0.7186,0.001042,0.1941
365,Slfn2,schlafen 2,17,LPS-Related,,0.04868,1.118,0.9629,0.4301,0.9782,-0.03152,0.1503,1.04,0.9872,0.03554,0.9426,0.5286,0.5756,-0.4756,0.2614,0.2784,0.9627,0.09356,0.08442,2.955,0.7618,0.4091,0.4181,0.6339,0.1762,0.7079,0.03759,1.919,0.9118,0.6709,0.3853,1.997,0.9992,0.1698,0.4283,1.704,8.28E-33,4.255,0.04038,3.081,0.001357,2.132,0.00238,1.481,0.9199,-0.06051,0.5085,0.4447,0.5858,-0.08094,0.0872,0.4671,0.001892,0.7506,0.04126,0.6806,0.01373,0.7582,0.04588,0.6453,0.9628,-0.01725,0.7432,0.08006,0.7633,0.149,0.8287,0.1564,0.8991,-0.04774,0.6145,0.05996,0.1679,0.3523,,,,,,,,,,,,
366,Siglec1,"sialic acid binding Ig-like lectin 1, sialoadhesin",11,,,0.6554,0.5,0.9992,-0.3455,0.8698,0.1756,0.9828,-0.1153,0.936,-0.4139,0.9991,0.3673,0.9866,0.06865,0.05071,-0.3567,0.9157,0.1901,0.01313,4.016,1,0,0.04724,1.615,0.1168,2.307,0.1323,2.267,0.9334,0.807,0.8927,-0.3276,0.7239,2.711,0.7284,0.9217,2.05E-15,3.377,0.06159,3.049,0.008351,3.993,0.001157,4.417,0.5501,0.1844,0.08215,2.135,3.86E-10,3.705,0.04512,0.6491,0.2315,0.2521,0.6879,0.1171,0.9969,-0.00192,0.146,0.8094,0.5336,0.1445,0.7829,0.09138,0.621,0.283,0.8387,0.1394,0.7375,-0.09988,0.06303,-0.2621,0.6847,-0.0832,0.6348,0.1171,0.7505,-0.03183,0.9742,-0.1178,0.9668,-0.05199,0.05734,1.184,0.7467,0.01635
367,Plk2,polo-like kinase 2,34,,,0.6636,-0.5698,0.9992,0.2477,0.8567,0.2358,0.6707,-0.793,0.8291,-0.5628,0.9991,0.4175,0.7527,0.6478,0.2137,0.2133,0.9824,0.05724,0.9074,0.3461,0.0002891,1.226,1.26E-09,2.076,0.1256,1.48,0.02052,4.464,0.8103,1.673,0.3861,1.662,0.9992,0.6988,0.462,2.371,0.06583,1.171,0.1033,3.411,0.8954,0.4213,0.008915,2.437,0.7421,0.1599,0.4479,0.5947,0.3201,-0.4315,0.4654,0.4425,0.7976,0.1469,0.8415,-0.0632,0.6936,0.2757,0.2895,-0.09189,0.6153,-0.3435,0.5162,0.2527,0.5252,0.6626,0.9598,0.09532,0.3637,-0.3103,0.9163,-0.02747,0.01669,-0.8469,0.00007087,-0.6607,8.70E-09,-0.9882,0.9126,0.7589,0.6164,0.8043,0.005376,-3.007,1.78E-10,-1.645
368,Snn,stannin,2,,,0.04033,-0.4383,0.9992,-0.1743,0.03457,-0.8158,0.0816,-1.205,0.6454,-0.5042,0.9991,-0.1092,0.4842,0.5917,0.00002693,-0.7985,0.9076,-0.1553,0.79,-0.3332,0.7706,0.159,0.5149,-0.2806,0.08378,-1.107,0.09848,-1.041,0.9851,-0.2361,0.6773,-0.6801,0.9992,-0.343,0.6109,-0.8879,1.48E-10,-2.28,0.04344,-2.446,0.5682,-0.4759,0.0009513,-2.491,0.5184,0.1581,0.2267,-0.8787,1.92E-11,-3.78,0.3037,-0.2507,0.2591,-0.1622,0.637,-0.1201,0.6127,-0.1587,0.2256,-0.1285,0.8361,-0.05217,0.9923,-0.003799,0.8021,0.1216,0.8873,0.1207,0.9779,0.009887,0.1681,-0.2401,0.3289,-0.2014,0.7517,0.02734,0.785,-0.01809,,,,,0.01597,-1.118,1.91E-11,-0.6904
369,Soat1,sterol O-acyltransferase 1,24,Neurodegeneration-Related,,0.462,0.3755,0.5672,0.4798,0.7297,-0.2557,0.4792,0.9346,0.9992,0.009742,0.8268,-1.314,0.01296,-2.239,0.0002467,0.3748,0.3116,0.7085,0.002251,1.855,0.2823,0.3813,2.23E-07,0.9624,0.1355,1.19,0.9861,-0.02686,0.7538,1.267,0.585,1.016,0.9992,-0.0874,0.6929,-0.6792,0.3473,0.3998,0.8891,0.2492,0.8003,-0.2584,0.003371,1.668,0.08793,0.4853,0.9293,-0.06702,0.008226,0.3947,0.001222,0.8165,0.757,0.1165,0.01809,0.6309,0.27,0.3484,0.1622,0.2585,0.8706,-0.08834,0.6975,0.1231,0.3765,-0.5053,0.9457,-0.09645,0.07486,0.867,0.000502,1.625,0.0007111,1.967,0.0001035,0.3625,0.05616,0.1248,0.8877,0.7279,0.9492,-0.1218,0.1433,0.3333,0.3837,0.06383
370,Sox4,SRY (sex determining region Y)-box 4,1,,,0.3517,-0.4982,0.8802,-0.3773,0.9266,0.07577,0.295,-0.9917,0.2436,-0.9229,0.9991,0.2674,0.7444,0.3361,0.0000438,-0.7106,0.1695,-0.9747,0.00527,-1.543,0.06437,-1.065,0.04045,-1.117,0.1231,-1.055,0.1772,-0.7639,0.9993,-0.03626,0.8131,-0.3556,0.9992,-0.03908,0.5798,-0.7306,0.000000629,-2.085,0.587,1.211,0.5019,1.125,0.001397,-1.951,0.1478,-0.8012,0.5146,-0.6589,3.45E-07,-1.795,0.2031,-0.9687,0.3382,-0.8707,0.2301,-0.5902,0.5408,-0.7102,0.901,0.02234,0.9169,-0.05971,0.2662,-0.5828,0.9854,0.01827,0.8657,-0.1504,0.01386,0.5543,0.00008327,1.565,0.002822,1.823,0.02308,0.3301,0.8601,-0.01752,0.7616,-1.346,0.8651,-0.4456,0.6548,-0.328,0.1666,0.172
371,Sp100,nuclear antigen Sp100,18,Interferon-Related,,0.04937,0.7311,0.7388,0.533,0.1816,0.6775,0.3404,1.776,0.9781,0.2226,0.9991,-0.2862,0.4063,-1.839,0.0007376,0.2873,0.8623,0.2548,0.006448,1.918,0.485,0.4042,0.9363,-0.05566,0.04702,1.385,0.337,0.8964,0.8973,0.8296,0.3853,-2.699,0.768,1.263,0.9655,-0.1653,1.70E-08,2.052,0.01913,3.954,0.000001101,5.128,0.002067,3.517,0.6129,-0.2602,0.0893,1.113,0.000001096,1.134,0.1928,0.7914,0.02589,0.657,0.08298,0.7118,0.001522,0.9812,0.0768,0.6677,0.611,0.1278,0.7001,0.09466,0.6904,0.1574,0.837,0.1316,0.4074,0.2032,0.2037,0.1698,0.3613,0.1291,,,,,,,,,,,,
372,Sparc,secreted acidic cysteine rich glycoprotein,6,Microglia,,0.2952,-0.282,0.9992,-0.1378,0.408,-0.4091,0.05112,-0.9051,0.6391,-0.3093,0.9991,-0.1357,0.3228,0.4601,0.005417,-0.5321,0.9224,-0.1118,0.432,-0.328,0.4311,-0.2987,0.0009741,0.667,0.08921,-0.7036,0.1307,-1.545,0.9945,-0.1868,0.613,-0.6518,0.9996,-0.00151,0.8017,-0.335,0.0002697,-0.8366,0.2305,-2.52,0.2993,-1.346,0.001421,-1.535,0.387,-0.4931,0.5114,0.2868,1.88E-13,-4.931,0.3761,-0.2034,0.2112,-0.1782,0.9013,-0.02881,0.7124,-0.08201,0.4253,0.1318,0.9522,0.03259,0.5282,0.1449,0.5468,-0.3556,0.9101,-0.1006,0.05187,0.4168,0.003352,0.6232,0.001932,0.9811,0.003316,0.435,0.00003964,0.3543,0.9867,0.08083,0.2367,1.233,0.007977,1.526,0.004044,0.4922
373,Serpinb6a,"serine (or cysteine) peptidase inhibitor, clade B, member 6a",25,Neurodegeneration-Related,,0.466,0.5942,0.9992,0.1945,0.4489,0.6764,0.1824,2.253,0.9295,0.4374,0.9991,1.033,0.7633,-0.7825,0.0001427,0.8002,1,0,0.3186,2.137,0.8848,0.2588,0.7474,-0.3329,0.8316,0.4276,0.6827,-0.6781,0.7441,2.357,0.8067,1.256,0.8206,2.13,0.5523,1.76,0.3273,-0.861,0.7094,0.9847,0.3483,1.966,0.2064,1.093,0.0969,0.892,0.5548,0.409,0.00003551,1.564,0.3045,0.3077,0.4256,0.2079,0.4493,-0.225,0.5428,-0.1954,0.8605,0.03172,0.9979,0.002056,0.8854,-0.07525,0.8266,0.1637,0.9692,0.04427,0.942,-0.04407,0.0582,0.3715,0.6307,0.09599,0.02257,0.2235,8.11E-10,0.3689,0.945,0.312,0.7433,0.3146,0.01479,0.7692,1.44E-09,0.6046
374,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",36,Neurodegeneration-Related,,0.00397,0.7476,0.04901,0.7364,0.7961,0.1729,0.03981,1.237,0.3971,0.6757,0.9991,-0.1774,0.2679,-0.739,0.000001219,1.257,0.9779,-0.04171,0.07175,1.14,0.06519,0.6009,0.00005056,1.542,0.03948,1.09,0.8263,-0.202,0.9993,-0.06583,0.5657,-0.9668,0.9992,0.1124,0.4441,-1.464,0.03004,-0.7188,0.1058,-1.584,0.8233,0.2472,0.0005002,-2.883,0.2414,0.3757,0.1588,-1.596,3.24E-13,-6.501,0.8639,0.05194,0.9157,-0.02527,0.7982,-0.04943,0.8538,-0.05205,0.9647,-0.007833,0.7712,0.08607,0.975,-0.01212,0.7822,-0.1261,0.8511,0.1495,0.5543,0.1494,0.003414,0.4744,0.001883,0.8404,0.0005433,-0.3927,9.54E-08,-0.6101,,,,,0.1321,-0.3655,0.001537,0.2647
375,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",45,Macrophage,,0.7661,0.4871,0.8064,-0.7532,0.8,-0.3427,0.8848,-0.5963,0.8729,-0.3841,0.9991,0.8952,0.4875,1.107,0.3439,-0.3359,1,0,0.7994,-1.055,1,0,0.9792,-0.03639,0.8163,-0.4504,0.7487,0.5154,0.8698,1.019,0.9033,-0.3161,0.768,1.756,0.4283,2.193,0.5819,-0.8102,0.3422,0.8409,0.6688,0.5443,0.03341,1.406,0.0008042,-0.972,0.9123,0.1443,7.93E-08,3.867,0.6425,0.1852,0.6581,0.1545,0.3567,-0.3704,0.8758,0.08325,0.103,0.7038,0.3743,0.2026,0.9492,-0.02654,0.7854,0.09627,0.8104,0.1402,0.9567,-0.01725,0.8506,0.02675,0.4137,0.1185,0.8798,0.02306,0.002495,-0.2518,0.9742,-0.1446,0.9715,0.07646,0.3457,0.2037,0.8737,-0.01003
376,Fchsd2,FCH and double SH3 domains 2,3,,,0.2208,-0.3551,0.6537,-0.3969,0.3886,-0.3339,0.9528,0.2923,0.9376,0.3229,0.9991,-0.6782,0.8398,-0.6476,0.00001499,-0.727,0.9112,-0.1186,0.01021,-0.8132,0.004643,-0.8134,0.02006,-0.5252,0.1008,-0.9718,0.1829,-1.245,0.9854,-0.3396,0.3853,-2.055,0.9922,0.3478,0.5172,-2.929,8.63E-15,-2.234,0.9859,-0.04912,0.174,1.284,0.008159,-1.744,,,0.5792,-0.2564,8.09E-08,-1.585,0.49,-0.2553,0.3621,-0.17,0.3684,-0.1766,0.4135,-0.1952,0.9723,-0.009867,0.8008,0.07738,0.9521,-0.02167,0.8155,-0.1061,0.9348,0.07565,0.4704,0.1682,0.1354,0.1945,0.2961,0.2219,0.00001096,0.4831,0.000001266,0.2627,0.9356,0.4402,0.6398,0.4494,0.007993,1.075,2.17E-09,0.499
377,Baiap2l2,BAI1-associated protein 2-like 2,30,,,8.69E-28,5.076,3.23E-32,4.499,1.75E-08,3.434,0.0004435,5.281,0.804,0.8182,0.9991,0.7848,0.01942,-3.678,2.52E-08,2.334,1,0,1,0,0.9444,-0.141,0.0334,-1.972,0.9831,-0.08141,0.1401,-1.69,0.9542,1.054,0.5878,1.668,0.9936,-0.4953,0.5812,0.9085,1,0,0.488,1.076,0.8498,-0.5438,0.502,-0.5921,,,1,0,1,0,,,,,,,,,0.03574,0.7149,,,,,,,,,,,,,,,0.31,-0.1367,8.11E-10,-0.3661,0.9755,0.1325,0.997,-0.003055,0.8712,0.0291,0.8354,-0.01832
378,Spp1,secreted phosphoprotein 1,25,Neurodegeneration-Related,,0.003167,2.045,0.4064,1.036,0.0000017,2.523,0.002305,5.902,0.01251,3.674,0.8168,-1.956,0.0006309,-4.183,2.03E-08,2.937,0.000883,1.857,0.000001231,8.212,0.008732,1.624,1.24E-12,4.386,0.06501,3.59,0.008792,8.091,0.7441,6.263,0.3853,6.768,0.9114,1.402,0.6227,2.662,1.43E-15,5.29,0.05895,3.307,0.05796,2.932,0.000632,5.331,0.8483,-0.1127,0.1031,3.346,2.33E-10,4.082,0.00822,2.801,0.0003832,4.105,0.00004893,3.574,0.0008108,3.689,0.0002464,0.9848,0.4715,0.2095,0.496,-0.2739,0.8915,0.06681,0.9308,0.0892,0.02296,0.5656,0.000008796,1.32,0.0009494,1.735,0.000278,0.7871,0.0001469,0.6219,0.9494,0.2475,0.9856,-0.02744,0.1194,1.226,0.01692,0.3926
