Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Nlrx1,0.029706,-0.504321,0.261865,0.319447
Nmd3,0.065588,-0.881475,0.328965,0.350736
Nme1,0.042647,0.472232,2.560169,1.894702
Nme2,0.122647,1.408829,8.593523,7.434525
Nme3,0.091765,0.175917,0.111328,0.252811
Nmi,0.064412,0.196726,0.396702,0.376376
Nmnat1,0.015882,-0.835463,0.26566,0.320855
Nmt1,0.533235,-0.713752,1.773506,1.261226
Nmt2,0.042941,-1.07246,0.552825,0.462026
Nnt,0.060882,0.057338,0.605144,0.487396
Nod1,0.060882,-2.106637,0.719289,0.546431
Nol7,0.221765,-1.032972,0.860501,0.63046
Nol8,0.039412,0.945782,1.93859,1.387492
Nol9,0.050882,-1.245114,0.336082,0.353802
Nolc1,0.085588,0.193981,0.068349,0.235509
Nom1,0.049412,1.104981,0.277659,0.326294
Nomo1,0.082353,-0.242038,0.052233,0.228472
Nop10,0.075294,-1.190758,0.275247,0.325047
Nop14,0.063824,-0.486646,0.074879,0.236754
Nop58,0.082353,0.887554,2.020247,1.450581
Nos1ap,0.025294,-0.10245,0.528687,0.450044
Nosip,0.09,-0.245517,0.04487,0.225291
Notch1,0.100294,-2.122234,1.4221,1.007861
Notch2,0.199118,-1.515767,1.542618,1.091589
Nova1,0.007647,-0.409046,0.187452,0.281193
Npat,0.077941,-0.808496,0.373231,0.364818
Npc1,0.350294,-0.295883,0.344467,0.35269
Npc2,0.962353,1.672936,34.467233,32.328153
Npepl1,0.087353,-0.906624,0.393651,0.374918
Npepps,0.163824,0.145057,0.015785,0.214129
Npl,0.13,-1.868478,1.478247,1.048495
Npm1,0.463235,0.625511,3.340784,2.57309
Npm3,0.015882,-1.337963,0.168916,0.274752
Npnt,0.184706,0.811137,3.571785,2.771024
Nprl3,0.031765,-1.530608,0.41118,0.384311
Nptn,0.649118,0.478979,1.348045,0.959553
Nqo2,0.005882,0.902351,0.159493,0.274936
Nr1d2,0.121765,-0.661853,0.14892,0.271718
Nr1h2,0.100588,-1.062328,0.45882,0.410496
Nr2c2,0.095294,-0.378605,0.392785,0.374392
Nr2f6,0.068529,-0.692374,0.406234,0.382478
Nr3c1,0.575882,-1.799422,6.865358,5.788925
Nras,0.134706,0.3979,1.063398,0.762516
Nrbp1,0.163824,-1.212756,1.510232,1.07102
Nrd1,0.076765,0.230321,0.528219,0.449836
Nrgn,0.006765,2.437683,0.158114,0.275055
Nrip1,0.572941,-1.510853,8.254333,7.115253
Nrm,0.113529,-1.351104,1.1588,0.832403
Nrp1,0.825882,0.851862,8.998915,7.820683
Nrp2,0.084118,-0.272627,0.477207,0.422765
Nsd1,0.233529,-0.784225,1.657126,1.175234
Nsf,0.058235,-0.337963,0.171623,0.274896
Nsl1,0.003824,NaN,0.711839,0.54493
Nsmaf,0.040588,-0.086738,0,0.208889
Nsmce1,0.027353,1.292803,2.237518,1.624153
Nsmce2,0.035294,0.494927,0.821,0.605664
Nsmce4a,0.082353,0.382159,1.846986,1.317758
Nsun2,0.091176,-0.215344,0.462703,0.412553
Nsun4,0.028529,-0.410399,0.010471,0.212518
Nsun6,0.045294,-5.434824,1.653735,1.172831
Nt5c2,0.120588,-1.079334,0.238686,0.310505
Nt5c3,0.035882,-1.29142,0.598686,0.485053
Nt5dc1,0.016471,-0.068502,0.284883,0.329514
Nt5dc2,0.016471,0.779495,0.174305,0.275688
Ntpcr,0.363529,-1.122088,2.824831,2.119879
Nuak1,0.371765,-0.868192,1.367318,0.970231
Nuak2,0.043529,-0.168038,0.826736,0.608894
Nub1,0.118824,-1.241287,1.130848,0.811539
Nucb1,0.392353,0.653767,4.044378,3.187975
Nucb2,0.038824,0.906509,0.44296,0.401149
Nucks1,0.209118,-0.559595,0.207924,0.292367
Nudc,0.058529,0.817389,0.799816,0.592088
Nudcd2,0.068529,-2.710296,1.727734,1.228003
Nudcd3,0.178529,-0.170417,0.001558,0.209303
Nudt16,0.065588,-0.282437,0.393942,0.374868
Nudt16l1,0.154412,-0.918809,1.30234,0.928491
Nudt18,0.071765,-1.544186,0.069126,0.235398
Nudt22,0.057941,-2.883199,0.269204,0.32171
Nudt3,0.215294,-0.639344,0.069581,0.235407
Nudt4,0.126765,0.756375,0.870932,0.63681
Nudt9,0.071176,0.564151,1.075915,0.770443
Nufip2,0.139118,-0.339489,0.289714,0.331293
Numa1,0.254706,-0.551222,0.477726,0.422914
Numb,0.506471,-1.136548,4.751347,3.817322
Nup107,0.016176,-1.779473,0.024877,0.218583
Nup133,0.046765,-0.598278,0.109377,0.251957
Nup153,0.084706,-0.080575,0.077388,0.237537
Nup155,0.022059,-2.074928,0.80466,0.595175
Nup160,0.057353,-1.45344,0.534944,0.453556
Nup188,0.031176,-2.088603,0.61545,0.492538
Nup205,0.021176,1.97492,0.480723,0.424428
Nup214,0.072647,-0.472549,0.696087,0.536304
Nup50,0.132353,-0.753,0.069869,0.235027
Nup54,0.011765,0.416925,0.163036,0.276139
Nup88,0.089412,-1.130563,0.909592,0.662607
Nupl1,0.024118,-0.396307,0.533788,0.453186
Nus1,0.100882,0.448816,1.673467,1.188597
Nvl,0.024412,0.289813,0.013069,0.213337
Nxt2,0.08,-0.372858,0.101857,0.24849
Oat,0.093529,-0.046293,0.316067,0.346033
Oaz1,0.355294,-0.064368,0.13146,0.262376
Oaz2,0.066176,-0.174464,0.680238,0.527467
Obfc1,0.022059,NaN,1.334567,0.950573
Obfc2a,0.022941,0.45345,0.296619,0.334029
Ocel1,0.060882,-3.6916,1.241011,0.886032
Ociad1,0.345,-0.534302,0.241913,0.31244
Ocrl,0.029118,-1.99004,0.052522,0.228616
Odf2,0.037941,-0.397905,0.391029,0.373655
Ofd1,0.031471,-1.822042,1.061549,0.761752
Ogdh,0.080588,-0.56563,0.109341,0.251999
Ogfrl1,0.480588,-0.632777,2.835163,2.128554
Ogt,0.074118,-0.111895,0.439095,0.399553
Ola1,0.069118,-0.303088,0.175081,0.275602
Olfml2b,0.057059,-0.745583,0.127448,0.26069
Olfml3,4.607059,-1.077717,18.978918,17.311938
Opa1,0.066176,0.59561,0.11078,0.252498
Ophn1,0.390588,-1.642211,4.566307,3.649674
Oplah,0,NaN,0.73654,0.556008
Orai1,0.308235,-0.99689,2.289558,1.667172
Orai2,0.113235,-1.084327,0.729061,0.552301
Orai3,0.147059,-0.602441,0.626406,0.498561
Orc2,0.042941,-0.380583,0.107436,0.250877
Orc3,0.059118,-2.011735,0.738539,0.555362
Orc4,0.038529,-0.224181,0.17137,0.275071
Orc5,0.039118,-2.522881,0.50038,0.433055
ORF19,0.070588,-1.242038,0.351822,0.35457
ORF61,0.135,-0.644066,0.388947,0.372817
Ormdl1,0.067353,0.037152,0.185122,0.28096
Ormdl2,0.057647,1.124143,1.668146,1.184271
Ormdl3,0.078824,-0.30339,0.250772,0.315905
Os9,0.378235,0.53671,1.606521,1.137622
Osbp,0.093235,-0.388914,1.936342,1.38563
Osbpl11,0.306471,-0.654019,0.683187,0.529177
Osbpl1a,0.067941,-0.149422,0.022961,0.217918
Osbpl2,0.095588,0.080123,0.114083,0.254466
Osbpl3,0.010882,-0.055563,0.9193,0.668845
Osbpl8,0.083824,0.405064,1.56737,1.108907
Osbpl9,0.144412,-0.274727,0.046344,0.226263
Osgep,0.127353,-0.736437,0.10795,0.251235
Osgin2,0.022647,-0.39043,0.064966,0.235076
Osm,0.037059,-1.82339,0.603238,0.487481
Ost4,0.134706,0.863123,1.947343,1.393918
Ostc,0.252059,-0.120026,0.037273,0.222049
Ostf1,0.388824,-0.785,1.586984,1.12286
Ostm1,0.12,0.770562,0.423238,0.390079
Otub1,0.057647,-0.407708,0.184394,0.280494
Otud4,0.076176,-0.39043,0.142024,0.268413
Otud5,0.101471,-0.267574,0.303346,0.338356
Otud7b,0.068529,-0.101487,0.732124,0.554383
Ovca2,0.060882,-3.539597,1.340018,0.954178
Oxa1l,0.18,-1.168038,1.035984,0.744562
Oxct1,0.368824,0.919019,7.12831,6.026519
Oxnad1,0.04,NaN,1.627868,1.150894
Oxr1,0.087647,-0.579851,0.609761,0.489582
P2rx4,0.146765,0.073637,1.03085,0.742607
P2rx7,0.348529,-1.407166,4.678884,3.753185
P2ry12,10.954118,-2.051548,61.168903,58.412523
P2ry13,2.42,-1.586586,23.444504,21.613878
P2ry2,0.002647,2.362477,0.575061,0.471479
P2ry6,0.577353,-0.5238,1.349959,0.960402
P4ha1,0.447353,-0.997375,1.350698,0.960607
P4hb,0.615882,-0.038952,0.206744,0.291634
Pa2g4,0.181765,-0.508764,0.112254,0.253266
Pabpc1,0.645294,0.818751,8.169264,7.036133
Pabpn1,0.179706,-2.083216,1.890945,1.352425
Pacs1,0.059706,-0.189518,0.316747,0.345901
Pacs2,0.092059,0.041789,0.322557,0.348035
Pacsin2,0.326471,-0.745223,1.387187,0.984915
Padi2,0.025882,1.37253,3.475063,2.69115
Pafah1b1,0.371176,-1.22636,2.318588,1.69116
Pafah1b2,0.142647,-0.776996,0.316321,0.346083
Pafah1b3,0.054706,0.020724,0.409297,0.383814
Pag1,0.901176,-1.08746,6.868759,5.791027
Paip2,0.254118,-0.45532,1.206274,0.86582
Paip2b,0.002941,NaN,0.341113,0.352949
Pak1,0.142059,-0.34245,0.067066,0.235186
Pak1ip1,0.107059,-0.631438,0.488289,0.42839
Pak2,0.440294,-0.349574,0.771371,0.575922
Palb2,0.008529,-0.441056,0.049417,0.227463
Pan3,0.140294,-0.065883,0.103709,0.248865
Pank3,0.108235,-0.08427,0.710099,0.545102
Paox,0.025882,-0.072881,0.025798,0.218947
Papd5,0.057647,-0.259186,0.455589,0.4086
Papola,0.345588,-0.57532,0.178353,0.27706
Papss1,0.123824,-0.426283,0.462854,0.412459
Paqr7,0.162059,-1.441056,1.371825,0.973107
Pard3b,0.021471,-0.7729,0.051278,0.228168
Pard6a,0.007941,1.568928,0.15331,0.273807
Parg,0.061176,-0.583075,0.1319,0.262575
Park7,0.110882,0.119031,0.8188,0.604177
Parl,0.029412,0.773068,0.573773,0.471569
Parp1,0.127059,0.339169,0.668418,0.521785
Parp10,0.064118,-1.005485,0.005909,0.211018
Parp11,0.012941,-0.305541,0.060908,0.23329
Parp12,0.096765,-0.078771,0.115751,0.255346
Parp14,0.143529,-1.087548,1.133671,0.814134
Parp2,0.063529,-0.431072,0.074879,0.236679
Parp4,0.060588,-1.099651,0.001185,0.209266
Parp6,0.027059,-1.521675,0.269471,0.321881
Parp8,0.071471,-1.844923,0.615926,0.492582
Parp9,0.077353,-0.264442,0.167243,0.27512
Parvg,0.345588,-0.130469,0.640048,0.506474
Patl1,0.066765,-0.672658,0.051426,0.228099
Patz1,0.063824,-0.759664,0.190538,0.282259
Pbrm1,0.250588,-0.742876,2.221342,1.610647
Pbx2,0.229706,-1.119005,1.98512,1.423849
Pbxip1,0.254412,-0.432741,0.144074,0.269324
Pcbd1,0,NaN,NaN,NaN
Pcbd2,0.016176,1.476867,0.923342,0.670169
Pcbp1,0.612059,-0.351895,0.787432,0.586319
Pcbp2,0.312353,0.41783,1.944836,1.392188
Pcf11,0.098235,-1.092311,0.119243,0.256783
Pcgf3,0.042059,-0.469928,0.012701,0.213175
Pcif1,0.111176,-1.520827,0.598056,0.485129
Pcm1,0.141176,-0.865475,0.245553,0.314692
Pcmt1,0.145588,-0.113698,0.509434,0.438795
Pcmtd1,0.099118,-0.466611,0.533981,0.453248
Pcmtd2,0.085882,0.293189,0.598414,0.485064
Pcna,0.085588,1.220734,1.900811,1.358896
Pcnp,0.068529,-1.009856,0.414146,0.385307
Pcnt,0.024118,0.741197,0.374543,0.365353
Pcnx,0.037647,-0.213842,0.316499,0.346059
Pcnxl3,0.122941,-1.432454,0.690733,0.533456
Pcp4,0.014118,1.054355,2.260012,1.642611
Pcyox1,0.172353,-0.39701,0.526024,0.448942
Pcyox1l,0.041765,-2.732823,0.858762,0.62909
Pcyt1a,0.116176,-1.564928,0.306541,0.339943
Pdap1,0.120294,-0.360179,0.10699,0.250509
Pdcd10,0.133824,-0.102943,0.013791,0.213579
Pdcd11,0.026471,-1.659891,0.610095,0.489486
Pdcd2,0.031765,0.185599,0.254844,0.316407
Pdcd4,0.119118,0.355059,0.85065,0.624469
Pdcd5,0.066765,-0.379877,0.455589,0.408479
Pdcd6,0.090882,0.626588,1.15467,0.829884
Pdcd6ip,0.289118,-0.738398,0.264266,0.320704
Pdcl3,0.119412,-0.255945,0.066996,0.235265
Pddc1,0.073824,-1.139581,0.33932,0.354212
Pde12,0.016765,0.726993,0.477633,0.422944
Pde2a,0.061471,-1.068042,0.59945,0.485251
Pde3b,0.862941,-1.007211,4.120014,3.254134
Pde4b,0.085588,-1.680488,1.288505,0.919515
Pde6d,0.047353,-0.349208,0.037158,0.222076
Pde7a,0.012647,NaN,1.184885,0.849874
Pde8b,0.017647,-0.431072,0.260604,0.318852
Pdgfa,0.07,-0.39043,1.240768,0.886034
Pdgfb,0.237647,-0.495332,0.828686,0.609585
Pdha1,0.066471,-0.480422,0.271094,0.322829
Pdhb,0.091176,0.690264,2.399739,1.760631
Pdia3,1.023529,-0.041885,0.317645,0.346086
Pdia4,0.142059,-0.147279,0.023997,0.218399
Pdia6,0.563529,-0.003141,0.109137,0.251952
Pdk1,0.096471,0.47441,1.089116,0.779007
Pdlim2,0.034118,-0.411309,0.142577,0.268722
Pdlim4,0.298824,-2.225985,3.519152,2.727906
Pdlim5,0.038824,-3.890504,2.068871,1.48734
Pdpk1,0.106176,-0.805912,0.031103,0.220543
Pdrg1,0.089706,-0.613348,0.27764,0.326372
Pds5a,0.023235,-0.948257,0.663003,0.518498
Pds5b,0.054412,-0.08471,0.005839,0.211016
Pdxdc1,0.068824,-0.848578,0.081308,0.239498
Pdxk,0.027353,1.511972,0.666897,0.520721
Pdzd11,0.026471,1.040549,0.357901,0.357287
Pdzd8,0.217941,-1.258424,0.925925,0.671972
Pdzrn4,0.015,NaN,0.341113,0.353054
Pea15a,0.292647,1.270014,8.326991,7.184905
Pear1,0.033235,0.056177,0.410674,0.384269
Pecam1,0.402647,-1.494187,3.718992,2.901418
Pecr,0.060882,-1.43526,1.456897,1.032666
Peli1,0.261176,-0.838332,1.366246,0.96943
Peli2,0.176176,-0.104431,0.231452,0.305936
Pelp1,0.077059,0.027358,0.349701,0.353852
Peo1,0.017647,-2.489966,0.388056,0.372265
Pepd,0.105882,-0.945645,0.040202,0.223198
Per1,0.073824,-0.782029,0.55428,0.462676
Pes1,0.129118,-0.890833,0.344412,0.352741
Pex12,0.025588,0.497543,0.003695,0.210022
Pex13,0.077647,-0.022607,0.074686,0.236636
Pex16,0.013529,2.166381,0.773431,0.5773
Pex3,0.093824,-1.376926,0.851354,0.624441
Pex7,0.064412,-0.676038,0.086784,0.242094
Pf4,0.024412,-0.636187,0.10863,0.251679
Pfas,0.031471,-1.10215,0.336484,0.353786
Pfdn1,0.075588,-0.964209,0.103567,0.248957
Pfdn2,0.098824,-0.653465,0.061336,0.233571
Pfdn4,0.047941,-0.24998,0.128295,0.260897
Pfdn5,0.303529,0.590573,3.198174,2.445501
Pfkfb2,0.011765,1.124744,0.233283,0.306942
Pfkfb3,0.122941,0.259029,1.346915,0.958689
Pfkfb4,0.107941,-0.959754,0.179066,0.277165
Pfkl,0.071765,0.662776,1.014526,0.730275
Pfkm,0.009706,-1.890504,0.344921,0.352289
Pfn1,0.096176,0.048671,0.627474,0.499191
Pgam5,0.026176,0.76562,1.900556,1.35902
Pgap1,0.015294,0.590954,0.615764,0.492564
Pgcp,0.026471,1.831962,6.100062,5.082915
Pgd,0.166471,0.158979,0.406396,0.38241
Pggt1b,0.037647,-1.84611,0.025388,0.218677
Pgk1,0.067647,1.445904,5.539096,4.557754
Pgls,0.064118,1.408074,4.28574,3.401933
Pgm1,0.034118,0.617837,0.254942,0.31641
Pgm2,0.075588,-1.003737,0.212081,0.29464
Pgm2l1,0.025588,0.598472,0.699917,0.538718
Pgp,0.076176,-0.351956,0.321161,0.347152
Pgrmc1,0.106765,0.21688,1.360973,0.966591
Pgrmc2,0.129412,-0.042507,0.224209,0.301795
Pgs1,0.057647,-0.39043,0.211925,0.294574
Phactr4,0.046765,0.413897,0.670993,0.522833
Phc1,0.004706,1.831962,0.620079,0.493982
Phc2,0.135294,0.057934,0.35855,0.357609
Phc3,0.141176,-1.551367,0.927845,0.673502
Phf10,0.062353,-0.453015,0.011486,0.212781
Phf12,0.168824,-0.966623,0.486251,0.427225
Phf13,0.085882,-0.589678,0.02412,0.218453
Phf14,0.177059,-0.177656,0.304068,0.338174
Phf15,0.131471,-0.90608,0.492286,0.430386
Phf17,0.062941,-0.324542,0.007135,0.211293
Phf2,0.105882,-1.827001,0.692089,0.533874
Phf20l1,0.085588,-0.482549,0.215052,0.296621
Phf21a,0.066765,-0.994586,1.003204,0.722288
Phf23,0.154412,-0.122062,0.801383,0.592777
Phf3,0.115882,0.198595,0.603711,0.487528
Phf7,0.005882,1.094997,0.158803,0.274913
Phf8,0.03,-0.033108,0.291032,0.331424
Phgdh,0.113235,-1.381713,0.84065,0.617933
Phip,0.191176,-0.347427,0.209809,0.293356
Phka1,0.021765,-1.470601,0.051278,0.228241
Phka2,0.020588,0.892504,0.473235,0.419778
Phkb,0.057059,-1.244389,0.114525,0.25475
Phkg2,0.050294,0.155577,0.369127,0.362483
Phlpp1,0.042941,0.017177,0.457539,0.409823
Phlpp2,0.065588,-0.72101,0.671475,0.522856
Phospho2,0.054706,-0.137341,0.628123,0.499548
Phrf1,0.086765,0.135186,0.144105,0.269272
Phyh,0.065,-0.025203,0.139101,0.26622
Phyhd1,0.313824,-0.878654,1.679626,1.193092
Pi4k2a,0.080588,-0.395705,0.167168,0.275129
Pi4ka,0.076176,-0.54099,0.384935,0.370494
Pias1,0.233529,-1.59158,1.198717,0.860639
Pias2,0.029412,0.631049,0.217769,0.298165
Pibf1,0.036765,-2.226932,1.591917,1.126525
Picalm,1.366471,-1.009961,6.573097,5.519394
Pid1,0.090882,-1.064461,1.4866,1.054208
Pigc,0.096176,-0.543905,0.067836,0.235513
Pigh,0.105294,-0.491982,0.867011,0.634934
Pigk,0.145882,0.553723,0.499125,0.432688
Pigm,0.087059,-1.248208,0.11736,0.256087
Pign,0.018529,0.808878,1.58388,1.121651
Pigo,0.012059,0.933842,1.256127,0.89719
Pigp,0.096471,0.08174,0.408561,0.383539
Pigs,0.090882,0.348402,0.629587,0.50028
Pigt,0.010882,-0.570136,0.06892,0.235488
Pigx,0.096765,-1.301163,0.822137,0.606086
Pigz,0.033529,-5.000928,0.645131,0.508589
Pik3ap1,0.318235,-1.013903,1.991557,1.428302
Pik3c2a,0.119118,-0.971835,0.799729,0.592177
Pik3ca,0.188235,-0.295209,0.096839,0.246563
Pik3cd,0.172647,-0.365255,0.381261,0.368614
Pik3cg,0.536471,-0.98412,2.76545,2.068688
Pik3r1,0.44,-2.078308,6.320249,5.284619
Pik3r2,0.054706,-1.152608,0.344781,0.352791
Pik3r4,0.04,0.119539,0.249285,0.316006
Pik3r5,0.247353,-1.001357,2.216237,1.606428
Pik3r6,0.042059,-0.240446,0.173394,0.275895
Pilra,0.060294,-0.421253,0.070068,0.235151
Pin1,0.059412,-0.738787,0.733239,0.555007
Pink1,0.080588,-0.106199,0.646689,0.509253
Pion,0.015882,0.691784,1.331613,0.950505
Pip4k2a,0.803824,-1.112632,7.421247,6.304069
Pip4k2b,0.138529,-0.368141,0.499654,0.432964
Pip4k2c,0.042353,0.568928,0.735021,0.556297
Pip5k1c,0.139412,0.265147,1.106274,0.792374
Pisd,0.205882,-0.773759,0.471892,0.418804
Pitpna,0.175588,0.529238,1.359996,0.966421
Pitpnb,0.077941,-0.397707,0.018057,0.21516
Pitpnc1,0.210882,-0.72313,0.676741,0.525666
Pitrm1,0.023529,0.719487,1.374841,0.975578
Pja1,0.04,-0.39752,0.003563,0.210026
Pja2,0.098235,-0.332574,0.132119,0.262552
Pkdcc,0.037941,-1.786948,0.843037,0.619957
Pkib,0.049412,1.658813,3.85283,3.015528
Pkig,0.101471,-0.172226,0.64426,0.508462
Pkm2,0.304706,1.163882,10.389894,9.120855
Pkn2,0.061176,0.175917,0.288377,0.330944
Pla2g12a,0.019706,0.895156,1.295872,0.924076
Pla2g15,0.948235,-0.785127,3.664537,2.854048
Pla2g4a,0.145,-1.218664,1.170083,0.840911
Pla2g4b,0.009706,0.787568,0.390642,0.373608
Pla2g6,0.010882,0.014826,0.030016,0.220369
Plaa,0.11,-1.737652,0.598798,0.485024
Plagl2,0.131471,-1.342812,0.558442,0.464685
Plau,0.020588,-0.049393,0.059355,0.232832
Plbd2,0.151471,1.249798,8.405721,7.259087
Plcb2,0.056176,0.84699,1.283829,0.916362
Plcb3,0.051176,0.79841,0.29201,0.331609
Plcg1,0.074118,-0.975393,0.422314,0.389742
Plcg2,0.374118,-1.054656,0.968499,0.695605
Plcl2,0.443235,-0.970614,2.48623,1.83463
Pld1,0.242647,-2.348494,3.281902,2.519902
Pld2,0.036176,-2.940627,0.866254,0.634733
Pld3,0.289118,1.763589,19.032597,17.360538
Pld4,1.586471,-0.602282,5.511395,4.532131
Pldn,0.079706,-0.307672,0.135395,0.264053
Plek,0.625,0.642127,6.487806,5.441422
Plekha1,0.102353,0.688227,2.045684,1.470739
Plekha2,0.152941,-1.462485,2.278494,1.657474
Plekha3,0.052059,-1.42619,0.173771,0.275928
Plekha8,0.025882,-1.820115,0.02744,0.219822
Plekhb2,0.11,-0.314053,0.615958,0.492469
Plekhf2,0.211765,-0.911698,0.604723,0.487545
Plekhm2,0.039118,1.168997,4.004838,3.153097
Plekhm3,0.056765,0.294788,1.332877,0.950984
Plekho1,0.475588,-0.914253,3.189545,2.439325
Plin2,0.045882,1.030376,2.442479,1.798129
Plk3,0.023529,-0.631985,0.276194,0.325801
Plod1,0.499412,-0.783916,2.609516,1.932317
Plod3,0.354118,-0.768662,0.836149,0.61452
Plp1,0.027059,-1.443672,0.669245,0.522155
Plrg1,0.041471,-0.003808,0.01529,0.213978
Plscr3,0.129118,-0.164755,0.206843,0.291644
Plxdc1,0.234412,-0.392846,0.554282,0.462544
Plxdc2,2.048235,0.487538,5.536871,4.556569
Plxna1,0.006471,NaN,0.537649,0.452971
Plxna4,0.104412,-3.054751,3.758185,2.933408
Plxnb2,0.896765,-0.753474,2.844971,2.137255
Plxnb3,0.001471,0.094997,0.165535,0.275695
Plxnd1,0.006176,1.484039,0.156051,0.27498
Pmepa1,2.412353,-1.11316,12.313847,10.967641
Pmm1,0.019412,-0.042507,0.230596,0.305263
Pmp22,0.423235,0.854839,6.739838,5.678689
Pmpcb,0.074412,-0.507175,0.456385,0.409033
Pms1,0.007059,NaN,0.537648,0.454025
Pmvk,0.035882,-0.144579,0.284247,0.329074
Pnkd,0.050588,-0.921877,0.037233,0.22208
Pnkp,0.049706,-0.439634,0.029945,0.220368
Pnn,0.127647,-0.292965,0.134905,0.263967
Pno1,0.055294,0.396314,1.327124,0.94706
Pnp,0.678235,-1.065419,6.76115,5.696231
Pnpla2,0.131471,-0.623441,0.242595,0.312937
Pnpla7,0.265294,0.00082,0.359648,0.357507
Pnpla8,0.091471,-0.371993,0.000641,0.209059
Pnrc1,0.552941,-0.578988,1.957417,1.402434
Pnrc2,0.289118,-0.954267,0.873352,0.63867
Poc1b,0.038824,-0.329789,0.317045,0.345893
Pofut1,0.061765,0.501421,0.062977,0.234261
Pogk,0.025588,2.123728,4.903305,3.958883
Poglut1,0.066176,-0.572428,0.047483,0.226754
Pogz,0.037353,0.688767,0.302541,0.337751
Polb,0.053824,-1.825757,0.440625,0.400249
Pold3,0.031765,0.099442,0.033586,0.220771
Pold4,0.091471,0.511193,1.260872,0.900442
Poldip2,0.062059,-0.043647,0.361959,0.358943
Poldip3,0.108235,-0.462781,0.018282,0.215178
Pole4,0.064412,-0.499881,0.720643,0.546975
Polm,0.013529,-1.521675,0.416871,0.386519
Polr1a,0.090294,-1.30085,0.077576,0.23765
Polr1d,0.126765,-0.191661,0.030828,0.220479
Polr2a,0.105588,-0.289556,0.145993,0.270345
Polr2e,0.162059,-0.002483,1.133922,0.814159
Polr2g,0.073235,0.78485,1.378334,0.97798
Polr2i,0.051765,-0.673273,0.521742,0.446604
Polr2j,0.049706,0.18597,0.634753,0.503685
Polr3a,0.052353,-1.286219,0.258998,0.317721
Polr3c,0.044412,-0.548462,0.247449,0.315566
Polr3f,0.057941,-1.00873,0.405771,0.382244
Polr3gl,0.055588,-0.753,0.854204,0.626924
Polr3k,0.025,1.353309,1.181216,0.847848
Pom121,0.165882,-0.737734,0.674899,0.525054
Pomp,0.284706,0.659613,2.067973,1.486856
Pomt1,0.027941,0.721538,0.078784,0.237954
Pomt2,0.028235,-1.109144,0.005414,0.210794
Pon2,0.185588,0.507746,1.151164,0.827296
Pon3,0.181765,0.831962,4.941093,3.990893
Pop5,0.057059,-2.308519,0.84624,0.622068
Por,0.095882,-0.550982,0.373621,0.364986
Pot1a,0.030882,-0.596881,0.013827,0.213547
Pou2f1,0.132941,-0.954794,0.03633,0.221674
Pou2f2,0.138235,-1.022187,1.024641,0.737662
Pou6f1,0.017647,-0.753,0.097208,0.246701
Ppan,0.019412,1.529035,1.217879,0.872878
Ppap2a,0.103235,0.888388,4.743769,3.811608
Ppap2b,0.054118,-1.265335,0.599445,0.485388
Ppapdc1b,0.034118,-0.271131,0.87029,0.636354
Ppapdc2,0.095294,-0.893178,0.468222,0.416605
Ppapdc3,0.038824,-0.657843,0.715331,0.544733
Ppat,0.020588,0.535569,0.403905,0.381067
Ppcdc,0.244706,-1.210266,1.773881,1.260893
Ppfia4,0.520294,0.268451,1.954478,1.400275
Ppfibp1,0.02,-0.796069,0.370279,0.363083
Ppfibp2,0.039412,-3.649165,1.923754,1.374585
Pphln1,0.102059,-0.77394,0.172629,0.275645
Ppib,0.526471,0.358255,2.252008,1.635957
Ppig,0.176765,0.287241,0.148435,0.271806
Ppih,0.003529,-1.753,0.191249,0.282618
Ppil2,0.103235,-1.023452,0.389471,0.373115
Ppil4,0.090294,-0.875544,0.294946,0.332855
Ppm1a,0.094706,0.660917,0.913064,0.664732
Ppm1b,0.117941,-1.389232,0.920827,0.669015
Ppm1f,0.060294,0.118266,0.284227,0.329152
Ppm1g,0.156471,-0.965932,0.329608,0.350758
Ppm1h,0.130294,0.389527,0.479032,0.423356
Ppm1l,0.178824,-0.661078,1.070536,0.767475
Ppme1,0.045588,-0.489966,0.136135,0.264388
Ppp1ca,0.398529,-0.197076,0.082939,0.240372
Ppp1cb,0.133529,0.419042,0.630738,0.500845
Ppp1cc,0.047647,-0.399363,0.046883,0.226513
Ppp1r10,0.102941,-0.521217,1.087952,0.77873
Ppp1r11,0.071471,0.801967,2.001735,1.435286
Ppp1r12a,0.101765,-0.193275,0.158282,0.275056
Ppp1r12b,0.024118,-1.438127,0.052522,0.228689
Ppp1r14b,0.141471,0.121741,0.066179,0.235184
Ppp1r15b,0.239706,-0.463655,0.006244,0.211082
Ppp1r3d,0.020294,0.278027,0.408151,0.383359
Ppp1r7,0.119706,-0.657014,0.610083,0.489761
Ppp1r9a,0.240294,-1.831003,3.480137,2.695563
Ppp1r9b,0.211471,-0.400498,0.033048,0.220798
Ppp2ca,0.297353,0.324101,0.894932,0.65234
Ppp2cb,0.164706,-0.470772,1.065933,0.764398
